Id,EpisodeId,Index,Reward,State,SubmissionId,InitialConfidence,InitialScore,UpdatedConfidence,UpdatedScore,CreateTime,FinalScore,Team
77031610,30968506,0,1630029.0,2,23692494,35.0,1802.5285025737348,35.0,1805.6723205967555,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
78971072,31938237,0,1400043.0,2,23692494,35.0,1992.3140476360077,35.0,1995.0234328005456,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
77339063,31122232,1,2090043.0,2,23692494,35.0,1852.790968782832,35.0,1855.7509342842989,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
75941643,30423522,1,230012.0,2,23692494,61.27018239781627,1272.6205933141011,60.01765558412021,1281.9867336101283,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
80082762,32494153,0,2720097.0,2,23692494,35.0,2051.111784341117,35.0,2052.9931883287886,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
75943851,30424626,1,560044.0,2,23692494,54.2787610855836,1331.9323083312772,53.47266481408383,1338.1610715755903,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
76444175,30674788,1,740023.0,2,23692494,35.0,1622.198502034193,35.0,1625.520892723266,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
79193123,32049262,1,2.0,2,23692494,35.0,2002.483164659422,35.0,1995.3226454323487,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
77360187,31132794,1,730024.0,2,23692494,35.0,1855.7509342842989,35.0,1859.2655891626675,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
75953777,30429589,1,700036.0,2,23692494,40.91783316236612,1480.6127832948075,40.453239311503474,1486.9213981204616,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
77627572,31266487,0,550013.0,2,23692494,35.0,1892.222928150288,35.0,1895.4161491305172,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
76033821,30469611,1,2930063.0,2,23692494,37.77139303986967,1522.1442573784454,37.41237536326068,1527.263358516488,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
78433864,31669633,0,2200058.0,2,23692494,35.0,1960.847368307397,35.0,1963.671905961688,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
78304736,31605069,0,1880052.0,2,23692494,35.0,1946.890780262747,35.0,1949.8817974860456,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
79500096,32202749,0,10001.0,2,23692494,35.0,2018.3662920359543,35.0,2010.9634930066345,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
76389848,30647625,0,530020.0,2,23692494,35.0,1618.357416242917,35.0,1621.1496046244313,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
76022438,30463920,0,220005.0,2,23692494,38.46186125293937,1513.164309929617,38.14321352916838,1516.8508375176234,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
77055516,30980459,0,220002.0,2,23692494,35.0,1809.0954073214568,35.0,1812.0384777735185,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
79332703,32119052,1,2690063.0,2,23692494,35.0,2004.830589317045,35.0,2007.0928727516523,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
77383856,31144629,0,310005.0,2,23692494,35.0,1859.2655891626675,35.0,1862.3927852995048,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
77652134,31278768,0,310007.0,2,23692494,35.0,1895.4161491305172,35.0,1898.4544742080336,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
79755911,32330727,1,140006.0,2,23692494,35.0,2028.889627542376,35.0,2031.043137877092,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
79277279,32091340,1,2980128.0,2,23692494,35.0,2000.1590255606689,35.0,2002.4005736601064,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
76072788,30489095,0,530033.0,2,23692494,36.72011731767133,1537.3435599834,36.40335901812806,1541.7505745801182,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
75948787,30427094,1,1690036.0,2,23692494,46.09443457420553,1419.4095884957574,45.52240457776295,1425.2626228526174,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
79444464,32174933,0,470009.0,2,23692494,35.0,2013.9246716539203,35.0,2016.064586972183,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
75953221,30429311,1,1540037.0,2,23692494,41.32560554122694,1476.0596055136434,40.91783316236612,1480.6127832948075,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
78727419,31816410,1,1230058.0,2,23692494,35.0,1979.9168858413689,35.0,1982.325223434576,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
75952697,30429049,1,2310046.0,2,23692494,41.792551824753545,1470.2866151009428,41.32560554122694,1476.0596055136434,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
75952123,30428762,1,1070041.0,2,23692494,42.79055582965165,1457.8119284460688,42.31632544000876,1463.198598034939,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
75954333,30429867,1,3300059.0,2,23692494,40.453239311503474,1486.9213981204616,40.040064993339655,1492.0319157717113,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
76050969,30478185,1,300018.0,2,23692494,37.41237536326068,1527.263358516488,37.06305705283719,1532.296105987943,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
78621697,31763549,1,2460056.0,2,23692494,35.0,1969.3588433588236,35.0,1972.1718518591056,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
76250362,30577882,0,180016.0,2,23692494,35.0,1582.6507596162407,35.0,1588.7208276483768,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
76092113,30498757,1,2220048.0,2,23692494,36.40335901812806,1541.7505745801182,36.11473577053691,1545.505160360037,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
75951463,30428432,1,140015.0,2,23692494,43.95313338414358,1441.5186274971054,43.29314072152673,1452.0157173604891,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
75966917,30436159,1,750012.0,2,23692494,40.040064993339655,1492.0319157717113,39.66678758070788,1496.3500270567004,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
79843979,32374761,1,150012.0,2,23692494,35.0,2035.339203759689,35.0,2037.4001841965755,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
78673189,31789295,1,520022.0,2,23692494,35.0,1974.9177586744568,35.0,1977.430984095108,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
77221085,31063243,1,160006.0,2,23692494,35.0,1836.1881482838087,35.0,1839.419041426227,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
79079637,31992519,1,1600045.0,2,23692494,35.0,2002.4170744555647,35.0,2004.8804548710991,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
76067174,30486288,0,800042.0,2,23692494,37.06305705283719,1532.296105987943,36.72011731767133,1537.3435599834,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
76311760,30608581,0,2250045.0,2,23692494,35.0,1602.4551084251243,35.0,1606.1037833677758,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
80113280,32509412,0,480011.0,2,23692494,35.0,2052.9931883287886,35.0,2054.784614497957,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
79416629,32161015,1,2180111.0,2,23692494,35.0,2011.6306057100933,35.0,2013.9246716539203,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
77873951,31389676,1,840023.0,2,23692494,35.0,1921.1724646783773,35.0,1923.9416235002388,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
76344539,30624970,1,3140047.0,2,23692494,35.0,1610.2035381702935,35.0,1613.7240009696804,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
77676330,31290866,0,1280031.0,2,23692494,35.0,1898.4544742080336,35.0,1901.70294833112,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
79389303,32147352,1,620025.0,2,23692494,35.0,2009.388585794337,35.0,2011.6306057100933,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
78072241,31488821,1,3030088.0,2,23692494,35.0,1929.8899380712417,35.0,1932.954465765954,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
76688946,30797174,0,480017.0,2,23692494,35.0,1687.576650924341,35.0,1693.1101315527242,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
77848544,31376973,0,1250019.0,2,23692494,35.0,1917.851386591568,35.0,1921.1724646783773,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
76097203,30501302,1,1800027.0,2,23692494,36.11473577053691,1545.505160360037,35.83078638368632,1549.2563806917117,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
78888334,31896868,0,1250060.0,2,23692494,35.0,1994.6955306043396,35.0,1987.0563174480408,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
79933346,32419445,0,1270029.0,2,23692494,35.0,2041.3874496605272,35.0,2043.2539441015003,2021-11-11 05:21:44,2042.675832983266,Toad Brigade
